104	0
101	0
102	0
102	0
100	0
101	0
103	0
102	0
103	0
103	1
117	1
116	1
132	1
139	1
137	1
140	1
134	1
142	1
141	1
148	1
153	1
159	1
157	1
157	1
167	1
166	1
171	1
167	1
178	1
179	1
179	1
182	1
185	1
188	1
181	1
187	1
198	1
201	1
201	1
199	1
204	1
202	1
204	1
206	1
215	1
209	1
214	1
220	1
223	0
206	0
196	0
191	0
180	0
174	0
167	0
163	0
155	0
150	0
147	1
153	1
148	1
154	1
162	1
164	1
165	1
167	1
173	1
160	1
177	1
176	1
180	1
181	1
183	1
186	1
194	1
186	1
192	1
202	1
203	1
196	1
198	1
205	1
211	1
210	1
204	1
207	1
212	1
218	1
219	1
216	0
210	0
202	0
192	0
190	0
178	0
171	0
164	0
158	0
152	0
150	1
154	1
156	1
156	1
158	1
155	1
164	1
165	1
165	1
172	1
174	1
167	1
179	1
184	1
180	1
183	1
187	1
186	1
195	1
202	1
203	1
198	1
199	1
213	1
204	1
214	1
208	1
218	1
223	1
217	0
207	0
201	0
193	0
184	0
179	0
168	0
162	0
155	0
151	0
148	1
151	1
152	1
153	1
158	1
155	1
156	1
168	1
167	1
167	1
169	1
177	1
185	1
183	1
185	1
184	1
188	1
196	1
197	1
199	1
197	1
200	1
199	1
202	1
204	1
213	1
213	1
213	1
220	1
212	0
208	0
195	0
185	0
180	0
178	0
167	0
161	0
156	0
149	0
145	1
145	1
154	1
151	1
154	1
162	1
165	1
156	1
169	1
168	1
170	1
178	1
187	1
172	1
186	1
183	1
184	1
194	1
191	1
198	1
205	1
194	1
198	1
206	1
208	1
210	1
213	1
208	1
218	1
217	1
219	1
219	0
202	0
199	0
192	0
187	0
177	0
168	0
161	0
155	0
150	0
148	1
155	1
155	1
153	1
148	1
166	1
156	1
164	1
163	1
175	1
168	1
176	1
178	1
178	1
186	1
190	1
190	1
192	1
190	1
193	1
211	1
212	1
203	1
206	1
209	1
206	1
209	1
208	1
213	1
211	1
218	1
213	0
207	0
204	0
195	0
187	0
176	0
170	0
165	0
158	0
147	0
147	1
157	1
146	1
152	1
154	1
163	1
170	1
