179	126
196	126
197	126
204	105
192	41
193	29
193	82
193	92
205	135
208	184
222	185
227	243
231	251
225	251
282	249
218	0
216	0
212	0
216	0
220	0
216	255
214	255
214	255
212	255
211	255
254	211
248	226
216	225
250	250
246	255
244	251
239	217
239	157
247	118
240	51
214	35
217	97
215	112
246	112
244	113
242	113
215	113
217	113
216	113
216	113
215	113
231	111
228	73
213	75
212	113
219	134
217	163
216	204
231	204
237	200
230	200
231	174
232	138
231	85
210	27
214	61
214	143
259	163
258	162
263	161
218	162
220	162
215	163
258	163
246	161
264	163
216	0
214	0
213	0
212	0
211	0
209	0
208	0
209	0
207	0
257	163
209	0
206	0
219	163
208	0
219	0
215	0
234	161
243	162
240	162
243	162
216	161
216	163
220	163
241	139
245	102
245	72
210	60
215	108
222	114
223	140
246	152
247	173
245	202
249	226
248	251
252	251
241	235
248	195
218	146
217	135
215	134
233	134
210	0
214	0
211	0
210	0
211	0
209	0
207	0
207	0
207	0
205	0
206	0
206	0
203	0
201	0
199	0
201	0
199	0
199	0
198	0
195	0
195	0
194	0
192	0
192	0
191	0
192	0
188	0
189	0
187	0
186	0
185	0
185	0
183	0
181	0
180	0
180	0
179	0
133	0
131	0
132	0
131	0
156	133
134	133
140	153
144	152
183	138
180	151
183	149
189	150
198	150
173	150
179	128
181	146
186	173
209	185
212	181
214	169
222	155
285	145
215	138
219	165
219	166
221	196
242	211
243	247
247	251
243	251
246	251
271	251
244	248
244	216
247	197
218	170
215	167
212	168
248	168
247	167
246	167
243	182
245	182
246	176
223	170
219	171
218	171
240	172
230	169
244	170
239	170
216	0
214	171
245	171
210	0
211	0
210	0
